Consigne : 11703
11703,0,0
11704,-1,0
11704,-1,0
11704,-1,-1
11702,1,0
11704,-1,-1
11703,0,0
11703,0,0
11703,0,0
11704,-1,-1
11702,1,0
11704,-1,-1
11703,0,-1
11703,0,-1
11703,0,-1
11703,0,-1
11702,1,0
11704,-1,-1
11702,1,0
11704,-1,-1
11701,2,0
11703,0,0
11703,0,0
11704,-1,-1
11703,0,0
11703,0,0
11704,-1,-1
11703,0,-1
11702,1,0
11703,0,0
11704,-1,-1
11702,1,0
11703,0,0
11703,0,0
11704,-1,-1
11703,0,-1
11703,0,-1
11702,1,0
11704,-1,-1
11700,3,0
11701,2,0
11702,1,0
11704,-1,0
11704,-1,0
11702,1,0
11703,0,0
11703,0,0
11703,0,0
11704,-1,0
11703,0,0
11704,-1,0
11703,0,0
11704,-1,0
11703,0,0
11702,1,0
11703,0,0
11703,0,0
11702,1,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11704,-1,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11702,1,0
11702,1,0
11704,-1,0
11703,0,0
11704,-1,0
11702,1,0
11704,-1,0
11702,1,0
11703,0,0
11701,2,1
11704,-1,0
11703,0,0
11702,1,0
11704,-1,0
11703,0,0
11703,0,0
11703,0,0
11704,-1,0
11703,0,0
11702,1,0
11703,0,0
11703,0,0
11704,-1,0
11702,1,0
11704,-1,0
11703,0,0
11703,0,0
11704,-1,0
11702,1,0
11704,-1,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11702,1,0
11702,1,0
11703,0,0
11703,0,0
11702,1,0
11702,1,1
11704,-1,0
11703,0,0
11704,-1,0
11702,1,0
11703,0,0
11704,-1,0
11702,1,0
11703,0,0
11704,-1,0
11703,0,0
11701,2,1
11705,-2,0
11703,0,0
11703,0,0
11704,-1,0
11703,0,0
11702,1,0
11703,0,0
11702,1,0
11703,0,0
11703,0,0
11703,0,0
11702,1,1
11704,-1,0
11703,0,0
11704,-1,0
11702,1,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
11703,0,0
