Consigne : 8572
8573,-1,0
8573,-1,0
8574,-2,-1
8571,1,0
8574,-2,-1
8573,-1,-1
8574,-2,-2
8572,0,-2
8573,-1,-2
8572,0,-2
8573,-1,-2
8572,0,-2
8574,-2,-3
8572,0,-3
8573,-1,-3
8571,1,-2
8573,-1,-3
8573,-1,-3
8571,1,-2
8572,0,-3
8572,0,-3
8573,-1,-3
8572,0,-3
8571,1,-2
8574,-2,-4
8572,0,-3
8573,-1,-4
8571,1,-3
8572,0,-3
8571,1,-3
8572,0,-3
8571,1,-2
8572,0,-3
8573,-1,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8573,-1,-4
8572,0,-3
8572,0,-3
8571,1,-3
8573,-1,-4
8572,0,-3
8571,1,-3
8571,1,-2
8570,2,-2
8572,0,-2
8573,-1,-3
8573,-1,-3
8573,-1,-3
8572,0,-3
8573,-1,-4
8571,1,-3
8571,1,-2
8573,-1,-3
8573,-1,-4
8571,1,-3
8572,0,-3
8573,-1,-4
8572,0,-3
8571,1,-3
8573,-1,-4
8572,0,-3
8572,0,-3
8571,1,-3
8571,1,-2
8572,0,-3
8573,-1,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8573,-1,-4
8568,4,-1
8573,-1,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8573,-1,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8571,1,-2
8571,1,-2
8572,0,-2
8571,1,-2
8572,0,-2
8572,0,-2
8572,0,-2
8572,0,-2
8572,0,-2
8571,1,-1
8573,-1,-2
8572,0,-2
8572,0,-2
8572,0,-2
8572,0,-2
8573,-1,-3
8572,0,-2
8572,0,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8570,2,-1
8573,-1,-3
8572,0,-2
8572,0,-2
8573,-1,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8571,1,-2
8572,0,-2
8572,0,-2
8573,-1,-3
8573,-1,-3
8572,0,-3
8572,0,-3
8572,0,-3
8572,0,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8571,1,-2
8572,0,-3
8572,0,-3
8573,-1,-3
8570,2,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8570,2,-1
8572,0,-2
8572,0,-2
8573,-1,-3
8572,0,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8573,-1,-3
8572,0,-3
8572,0,-3
8573,-1,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8571,1,-2
8572,0,-3
8572,0,-3
8572,0,-3
8572,0,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8573,-1,-3
8572,0,-3
8572,0,-3
8571,1,-2
8571,1,-2
8573,-1,-3
8569,3,-1
8573,-1,-3
8572,0,-2
8572,0,-2
8573,-1,-3
8572,0,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8571,1,-2
8572,0,-2
8573,-1,-3
8571,1,-2
8573,-1,-3
8570,2,-1
8573,-1,-3
8572,0,-2
8573,-1,-3
8572,0,-3
8573,-1,-3
8571,1,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8573,-1,-3
8572,0,-3
8573,-1,-4
8572,0,-3
8571,1,-3
8572,0,-3
8572,0,-3
8570,2,-2
8573,-1,-3
8572,0,-3
8569,3,-1
8573,-1,-3
8571,1,-2
8573,-1,-3
8572,0,-2
8572,0,-2
8572,0,-2
8570,2,-1
8572,0,-2
8573,-1,-2
8571,1,-1
8572,0,-2
8573,-1,-2
8572,0,-2
8573,-1,-3
8571,1,-2
8573,-1,-3
8572,0,-2
8573,-1,-3
8572,0,-3
8572,0,-3
8568,4,0
8569,3,0
8567,5,1
8569,3,1
8569,3,2
8567,5,4
8569,3,4
8569,3,5
8569,3,5
8567,5,7
8569,3,7
8567,5,9
8569,3,9
8568,4,11
8569,3,11
8569,3,12
8570,2,12
8569,3,13
8568,4,14
8569,3,15
8569,3,16
8569,3,16
8569,3,17
8570,2,17
8570,2,18
8569,3,19
8569,3,20
8570,2,20
8571,1,20
8571,1,20
8571,1,20
8571,1,21
8572,0,20
8572,0,20
8571,1,21
8572,0,21
8572,0,21
8571,1,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8572,0,21
8571,1,21
8573,-1,20
8573,-1,20
8572,0,21
8572,0,21
8574,-2,19
8576,-4,18
8573,-1,18
8575,-3,17
8571,1,19
8574,-2,17
8574,-2,17
8573,-1,17
8573,-1,16
8571,1,17
8571,1,18
8572,0,17
8573,-1,17
8573,-1,16
8572,0,17
8572,0,17
8573,-1,16
8572,0,17
8573,-1,16
8573,-1,16
8573,-1,15
8572,0,16
8573,-1,15
8573,-1,15
8572,0,15
8572,0,15
8571,1,16
8574,-2,14
8572,0,15
8572,0,15
8573,-1,14
8573,-1,14
8572,0,15
8573,-1,14
8572,0,14
8573,-1,14
8572,0,14
8572,0,14
8573,-1,13
8572,0,14
8570,2,15
8572,0,14
8572,0,14
8574,-2,13
8572,0,14
8573,-1,13
8573,-1,13
8572,0,13
8573,-1,13
8574,-2,12
8573,-1,12
8574,-2,11
8573,-1,11
8573,-1,11
8573,-1,11
8573,-1,10
8573,-1,10
8573,-1,10
8572,0,10
8573,-1,10
8573,-1,9
8570,2,11
8571,1,11
8573,-1,10
8574,-2,9
8573,-1,9
8571,1,10
8574,-2,9
8573,-1,9
8573,-1,8
8574,-2,8
8572,0,8
8573,-1,8
8573,-1,7
