Consigne : 11743
11742,1,0
11744,-1,0
11743,0,0
11744,-1,0
11743,0,0
11744,-1,0
11742,1,0
11744,-1,0
11743,0,0
11744,-1,-1
11741,2,0
11743,0,0
11742,1,0
11744,-1,0
11741,2,0
11742,1,0
11742,1,1
11744,-1,0
11742,1,1
11745,-2,0
11743,0,0
11744,-1,0
11742,1,0
11743,0,0
11743,0,0
11743,0,0
11742,1,0
11740,3,2
11746,-3,0
11744,-1,0
11740,3,1
11744,-1,0
11742,1,1
11744,-1,0
11744,-1,0
11743,0,0
11743,0,0
11744,-1,0
11743,0,0
11727,16,8
11731,12,10
11732,11,13
11734,9,14
11733,10,17
11733,10,20
11736,7,21
11736,7,22
11735,8,25
11737,6,25
11734,9,29
11738,5,29
11737,6,30
11737,6,32
11739,4,32
11737,6,34
11737,6,36
11739,4,36
11737,6,38
11738,5,39
11765,-22,-60
11647,96,-1
11713,30,-13
11703,40,0
11718,25,1
11719,24,7
11727,16,8
11728,15,12
11733,10,13
11734,9,15
11737,6,15
11737,6,17
11739,4,17
11739,4,18
11742,1,18
11742,1,18
11741,2,19
11744,-1,18
11744,-1,17
11741,2,19
11746,-3,17
11742,1,18
11744,-1,17
11745,-2,16
11743,0,17
11745,-2,16
11743,0,16
11744,-1,16
11745,-2,15
11745,-2,15
11745,-2,14
11744,-1,14
11743,0,14
11744,-1,14
11744,-1,14
11745,-2,13
11744,-1,13
11744,-1,13
11745,-2,12
11744,-1,12
11743,0,12
11743,0,12
11745,-2,11
11744,-1,11
11744,-1,11
11742,1,12
11744,-1,11
11743,0,11
11745,-2,10
11743,0,11
11746,-3,9
11742,1,10
11744,-1,10
11743,0,10
11746,-3,8
11743,0,9
11744,-1,9
11743,0,9
11744,-1,8
11742,1,9
11744,-1,8
11743,0,9
